#,nombre,fase,color_2_prueba,altura_m,peso_kg,mega,forma_regional,metodo,mejor_stat,detalle_pokeapi
964,Palafin,FASE 2,Blanco,1.3,60.2,no,no,NIVEL,PS + Velocidad,level-up version_group=scarlet-violet min_level=38 needs_multiplayer=True
965,Varoom,FASE 1,Blanco,1.0,35.0,no,no,NINGUNO,Ataque,
966,Revavroom,FASE 2,Negro,1.8,120.0,no,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=40
967,Cyclizar,ÚNICA,Negro,1.6,63.0,no,no,NINGUNO,Velocidad,
968,Orthworm,ÚNICA,Rojo,2.5,310.0,no,no,NINGUNO,Defensa,
969,Glimmet,FASE 1,ninguno,0.7,8.0,su evolución,no,NINGUNO,At. Esp.,
970,Glimmora,FASE 2,Verde,1.5,45.0,sí,no,NIVEL,At. Esp.,level-up version_group=scarlet-violet min_level=35
971,Greavard,FASE 1,Azul,0.6,35.0,no,no,NINGUNO,Ataque,
972,Houndstone,FASE 2,Gris,2.0,15.0,no,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=30 time_of_day=night
973,Flamigo,ÚNICA,ninguno,1.6,37.0,no,no,NINGUNO,Ataque,
974,Cetoddle,FASE 1,Gris,1.2,45.0,no,no,NINGUNO,PS,
975,Cetitan,FASE 2,Gris,4.5,700.0,no,no,PIEDRA,PS,use-item version_group=scarlet-violet item=ice-stone
976,Veluza,ÚNICA,Rosa,2.5,90.0,no,no,NINGUNO,Ataque,
977,Dondozo,ÚNICA,Gris,12.0,220.0,no,no,NINGUNO,PS,
978,Tatsugiri,ÚNICA,Rojo,0.3,8.0,sí,no,NINGUNO,At. Esp.,
979,Annihilape,FASE 3,Blanco,1.2,56.0,no,no,MOVIMIENTO,Ataque,use-move version_group=scarlet-violet used_move=rage-fist min_move_count=20
980,Clodsire,FASE 2,Negro,1.8,223.0,no,no,NIVEL,PS,level-up version_group=scarlet-violet min_level=20 required_pokemon_form=wooper-paldea
981,Farigiraf,FASE 2,Rojo,3.2,160.0,no,no,MOVIMIENTO,PS,level-up version_group=scarlet-violet known_move=twin-beam
982,Dudunsparce,FASE 2,Verde,3.6,39.2,no,no,MOVIMIENTO,PS,"level-up version_group=scarlet-violet known_move=hyper-drill evolved_pokemon_form=dudunsparce-two-segment condition_expression={'expression': 'EC 100 % 0 !=', 'percentage_chance': 99, 'variables': [{'name': 'encryption-constant', 'url': 'https://pokeapi.co/api/v2/evolution-variable/1/'}]} || level-up version_group=scarlet-violet known_move=hyper-drill evolved_pokemon_form=dudunsparce-three-segment condition_expression={'expression': 'EC 100 % 0 ==', 'percentage_chance': 1, 'variables': [{'name': 'encryption-constant', 'url': 'https://pokeapi.co/api/v2/evolution-variable/1/'}]}"
983,Kingambit,FASE 3,Rojo,2.0,120.0,no,no,ESPECIAL,Ataque,three-defeated-bisharp version_group=scarlet-violet
984,Colmilargo,ÚNICA,Azul,2.2,320.0,no,no,NINGUNO,Ataque + Defensa,
985,Colagrito,ÚNICA,Rojo,1.2,8.0,no,no,NINGUNO,PS + Def. Esp.,
986,Furioseta,ÚNICA,Verde,1.2,21.0,no,no,NINGUNO,Ataque,
987,Melenaleteo,ÚNICA,Azul,1.4,4.0,no,no,NINGUNO,NO TIENE,
988,Reptalada,ÚNICA,Blanco,3.2,92.0,no,no,NINGUNO,Ataque,
989,Pelarena,ÚNICA,Negro,2.3,60.0,no,no,NINGUNO,At. Esp.,
990,Ferrodada,ÚNICA,Negro,0.9,240.0,no,no,NINGUNO,Defensa,
991,Ferrosaco,ÚNICA,Azul,0.6,11.0,no,no,NINGUNO,Velocidad,
992,Ferropalmas,ÚNICA,Amarillo,1.8,380.7,no,no,NINGUNO,PS,
993,Ferrocuello,ÚNICA,Rosa,1.3,111.0,no,no,NINGUNO,At. Esp.,
994,Ferropolilla,ÚNICA,Rojo,1.2,36.0,no,no,NINGUNO,At. Esp.,
995,Ferropúas,ÚNICA,Negro,1.6,303.0,no,no,NINGUNO,Ataque,
996,Frigibax,FASE 1,Blanco,0.5,17.0,su evolución,no,NINGUNO,Ataque,
997,Arctibax,FASE 2,Azul,0.8,30.0,su evolución,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=35
998,Baxcalibur,FASE 3,Azul,2.1,210.0,sí,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=54
999,Gimmighoul,FASE 1,Amarillo,0.3,5.0,no,no,NINGUNO,At. Esp.,
1000,Gholdengo,FASE 2,Rojo,1.2,30.0,no,no,ESPECIAL,At. Esp.,gimmighoul-coins version_group=scarlet-violet
1001,Wo-Chien,ÚNICA,Negro,1.5,74.2,no,no,NINGUNO,Def. Esp.,
1002,Chien-Pao,ÚNICA,Azul,1.9,152.2,no,no,NINGUNO,Velocidad,
1003,Ting-Lu,ÚNICA,Verde,2.7,699.7,no,no,NINGUNO,PS,
1004,Chi-Yu,ÚNICA,Verde,0.4,4.9,no,no,NINGUNO,At. Esp.,
1005,Bramaluna,ÚNICA,Rojo,2.0,380.0,no,no,NINGUNO,Ataque,
1006,Ferropaladín,ÚNICA,Verde,1.4,35.0,no,no,NINGUNO,Ataque,
1007,Koraidon,ÚNICA,Gris,2.5,303.0,no,no,NINGUNO,Ataque + Velocidad,
1008,Miraidon,ÚNICA,Morado,3.5,240.0,no,no,NINGUNO,At. Esp. + Velocidad,
1009,Ondulagua,ÚNICA,Rosa,3.5,280.0,no,no,NINGUNO,At. Esp.,
1010,Ferroverdor,ÚNICA,ninguno,1.5,125.0,no,no,NINGUNO,Ataque,
1011,Dipplin,FASE 2,Rojo,0.4,9.7,no,no,OBJETO,Defensa,use-item version_group=the-teal-mask item=syrupy-apple
1012,Poltchageist,FASE 1,Gris,0.1,1.1,no,no,NINGUNO,At. Esp.,
1013,Sinistcha,FASE 2,Amarillo,0.2,2.2,no,no,OBJETO,At. Esp.,use-item version_group=the-teal-mask item=unremarkable-teacup required_pokemon_form=poltchageist-counterfeit evolved_pokemon_form=sinistcha-unremarkable || use-item version_group=the-teal-mask item=masterpiece-teacup required_pokemon_form=poltchageist-artisan evolved_pokemon_form=sinistcha-masterpiece
1014,Okidogi,ÚNICA,Verde,1.8,92.2,no,no,NINGUNO,Ataque,
1015,Munkidori,ÚNICA,Azul,1.0,12.2,no,no,NINGUNO,At. Esp.,
1016,Fezandipiti,ÚNICA,Rosa,1.4,30.1,no,no,NINGUNO,Def. Esp.,
1017,Ogerpon,ÚNICA,ninguno,1.2,39.8,no,no,NINGUNO,Ataque,
1018,Archaludon,FASE 2,Gris,2.0,60.0,no,no,OBJETO,Defensa,use-item version_group=the-indigo-disk item=metal-alloy
1019,Hydrapple,FASE 3,Rojo,1.8,93.0,no,no,MOVIMIENTO,At. Esp.,level-up version_group=the-indigo-disk known_move=dragon-cheer
1020,Flamariete,ÚNICA,Amarillo,3.5,590.0,no,no,NINGUNO,Defensa,
1021,Electrofuria,ÚNICA,Morado,5.2,480.0,no,no,NINGUNO,At. Esp.,
1022,Ferromole,ÚNICA,Negro,1.5,162.5,no,no,NINGUNO,Velocidad,
1023,Ferrotesta,ÚNICA,Verde,1.6,156.0,no,no,NINGUNO,At. Esp.,
1024,Terapagos,ÚNICA,Morado,0.2,6.5,no,no,NINGUNO,PS,
1025,Pecharunt,ÚNICA,Rosa,0.3,0.3,no,no,NINGUNO,Defensa,
